id,intent_status,intent_suggested,intent_reason,task_status,task_suggested,task_reason,entity_status,entity_reason,utter_quality,utter_issues,utter_rewrite,suitability,severity,overall_reason
v4_186,KEEP,,Intent 'ADD_EXPENSE' is appropriate for logging a property upkeep expense.,KEEP,,Task type 'LOG' is appropriate for recording an expense.,WRONG_BOUNDARIES,"The currency 'quid' is tagged as I-AMOUNT, but it should be B-CURRENCY. The entity 'bhai property upkeep transaction' is incorrectly tagged. 'bhai' should be O. 'property upkeep' should be B-CATEGORY I-CATEGORY. 'transaction' should be O.",MEDIUM,Informal language ('bhai'). | Incorrect category boundaries.,Put 3457.58 quid under property upkeep transaction.,MODIFY,HIGH,"The currency 'quid' is incorrectly tagged, and the category entity has incorrect boundaries, including irrelevant words."
v4_187,MODIFY,ADD_INCOME,"The phrase 'freelance salary' typically refers to money received (income), which contradicts the 'ADD_EXPENSE' intent. If it's an expense, it should be 'freelance payment' (if paying a freelancer) or 'freelance expenses'.",KEEP,,Task type 'LOG' is appropriate for recording an expense.,WRONG_TAGS,"The entity 'freelance salary' is tagged as B-CATEGORY I-CATEGORY. 'freelance salary' is ambiguous for an expense and sounds like income. It should be re-evaluated as a category (e.g., 'freelance payment' or 'freelance expenses').",LOW,"Ambiguous phrasing: 'freelance salary' suggests income, conflicting with 'ADD_EXPENSE'.",I just blew 1.9k on freelance expenses.,MODIFY,CRITICAL,"The intent and category are highly ambiguous due to the term 'freelance salary', which typically implies income, making the 'ADD_EXPENSE' intent questionable."
v4_188,KEEP,,Intent 'ADD_EXPENSE' is appropriate for logging a pet clinic bill.,KEEP,,Task type 'LOG' is appropriate for recording an expense.,PERFECT,No issues found.,HIGH,,,KEEP,NONE,No Issues Found
v4_189,KEEP,,Intent 'ADD_EXPENSE' is appropriate for logging a transit system reload expense.,KEEP,,Task type 'LOG' is appropriate for recording an expense.,PERFECT,No issues found.,HIGH,,,KEEP,NONE,No Issues Found
v4_190,KEEP,,Intent 'ADD_EXPENSE' is appropriate for logging a parking ticket expense.,KEEP,,Task type 'LOG' is appropriate for recording an expense.,MISSING_ENTITIES,The entity 'yesterday' is not tagged. It should be tagged as B-DATE.,HIGH,,,MODIFY,MEDIUM,The date 'yesterday' is missing its entity tag.
v4_191,KEEP,,Intent 'ADD_EXPENSE' is appropriate for logging a water supply expense.,KEEP,,Task type 'LOG' is appropriate for recording an expense.,WRONG_BOUNDARIES,"The entity 'kmc ward water supply' is tagged as a single MERCHANT. 'kmc ward' should be B-MERCHANT I-MERCHANT, and 'water supply' should be B-CATEGORY I-CATEGORY.",HIGH,,,MODIFY,HIGH,"The merchant and category entities are incorrectly bounded, leading to an overly long merchant tag."
v4_192,KEEP,,Intent 'ADD_EXPENSE' is appropriate for logging a parking payment.,KEEP,,Task type 'LOG' is appropriate for recording an expense.,PERFECT,No issues found.,HIGH,,,KEEP,NONE,No Issues Found
v4_193,KEEP,,Intent 'ADD_EXPENSE' is appropriate for logging a gift expense.,KEEP,,Task type 'LOG' is appropriate for recording an expense.,WRONG_TAGS,"The currency 'rs' is tagged as I-AMOUNT, but it should be B-CURRENCY. Having both 'rs' and 'bucks' as separate currency tags for a single amount is redundant and problematic. It should be one or the other. The entity 'txn' is incorrectly included in CATEGORY. It should be O.",MEDIUM,Redundant currency indicators ('rs bucks'). | Incorrect category boundaries.,Add 8078 rs expenditure for gift deposit.,MODIFY,HIGH,"Multiple entity tagging issues: incorrect currency tag, redundant currency indicators, and incorrect category boundaries."
v4_194,KEEP,,Intent 'ADD_EXPENSE' is appropriate for logging an Amazon Pay transaction.,KEEP,,Task type 'LOG' is appropriate for recording an expense.,WRONG_BOUNDARIES,"The currency '₹' is tagged as I-AMOUNT, but it should be B-CURRENCY. The entity 'amazon pay txn #901c' is tagged as a single MERCHANT. 'Amazon Pay' should be B-MERCHANT I-MERCHANT, and 'txn #901c' is a transaction ID which should be O.",HIGH,,,MODIFY,HIGH,"The currency symbol is incorrectly tagged, and the merchant entity includes a transaction ID that should be excluded."
v4_195,MODIFY,ADD_INCOME,"The phrase 'capital gain credit' typically refers to income or a reduction in expense, which contradicts the 'ADD_EXPENSE' intent. If it's an expense, it should be 'tax on capital gain' or 'fee for capital gain processing'.",KEEP,,Task type 'LOG' is appropriate for recording an expense.,WRONG_TAGS,"The entity 'capital gain credit' is tagged as B-CATEGORY I-CATEGORY I-CATEGORY. 'capital gain credit' is ambiguous for an expense and sounds like income. It should be re-evaluated as a category (e.g., 'tax on capital gain' or 'fee for capital gain processing').",LOW,"Ambiguous phrasing: 'capital gain credit' suggests income, conflicting with 'ADD_EXPENSE'.",Paid 1195 for capital gain tax tomorrow.,MODIFY,CRITICAL,"The intent and category are highly ambiguous due to the term 'capital gain credit', which typically implies income, making the 'ADD_EXPENSE' intent questionable."
v4_196,KEEP,,Intent 'ADD_EXPENSE' is appropriate for logging an expense at Talabat.,KEEP,,Task type 'LOG' is appropriate for recording an expense.,PERFECT,No issues found.,HIGH,,,KEEP,NONE,No Issues Found
v4_197,KEEP,,Intent 'ADD_EXPENSE' is appropriate for logging a parent allowance payment.,KEEP,,Task type 'LOG' is appropriate for recording an expense.,PERFECT,No issues found.,HIGH,,,KEEP,NONE,No Issues Found
v4_198,KEEP,,Intent 'ADD_EXPENSE' is appropriate for logging a sightseeing tour expense.,KEEP,,Task type 'LOG' is appropriate for recording an expense.,MISSING_ENTITIES,The currency 'bucks' is redundant given '£' is part of the amount token. It should be removed or the utterance rephrased. The entity 'a few hours ago' is not tagged and should be B-DATE I-DATE I-DATE I-DATE.,MEDIUM,Redundant currency indicator ('bucks'). | Missing date tag.,£8375 for sightseeing tour bus booking a few hours ago.,MODIFY,HIGH,The utterance contains a redundant currency indicator and is missing a date entity tag.
v4_199,KEEP,,Intent 'ADD_EXPENSE' is appropriate for logging an expense at Marks & Spencer.,KEEP,,Task type 'LOG' is appropriate for recording an expense.,PERFECT,No issues found.,HIGH,,,KEEP,NONE,No Issues Found
v4_200,KEEP,,Intent 'ADD_EXPENSE' is appropriate for logging a subscription cost.,KEEP,,Task type 'LOG' is appropriate for adding an expense.,PERFECT,All entities are correctly identified and tagged with appropriate BIO labels and types.,HIGH,,,KEEP,NONE,No Issues Found
v4_201,KEEP,,Intent 'ADD_EXPENSE' is appropriate for adding an amount to a category.,KEEP,,Task type 'LOG' is appropriate for adding an expense.,PERFECT,All entities are correctly identified and tagged with appropriate BIO labels and types.,HIGH,,,KEEP,NONE,No Issues Found
v4_202,KEEP,,"Intent 'ADD_EXPENSE' is appropriate for logging an expense with amount, category, and date.",KEEP,,Task type 'LOG' is appropriate for adding an expense.,PERFECT,All entities are correctly identified and tagged with appropriate BIO labels and types.,HIGH,,,KEEP,NONE,No Issues Found
v4_203,KEEP,,Intent 'ADD_EXPENSE' is appropriate for logging a bill.,KEEP,,Task type 'LOG' is appropriate for adding an expense.,WRONG_TAGS,"The entity 'staples' is a merchant and should be tagged as B-MERCHANT. 'grocery checkout' could then be a B-CATEGORY, I-CATEGORY. Currently, 'staples grocery checkout' is tagged as a single B-CATEGORY, I-CATEGORY, I-CATEGORY, which is incorrect as 'staples' is a merchant.",HIGH,,,MODIFY,MEDIUM,"Entity 'staples' should be tagged as B-MERCHANT, not part of a B-CATEGORY."
v4_204,KEEP,,Intent 'ADD_EXPENSE' is appropriate for logging spending.,KEEP,,Task type 'LOG' is appropriate for adding an expense.,MISSING_ENTITIES,"The token 'today' is a temporal expression and should be tagged as B-DATE. The entity 'amul milk milk dairy bunk' is problematic; 'Amul' is a merchant, and 'milk milk dairy bunk' is an unnatural and repetitive phrase, likely a typo. It should be 'Amul' (B-MERCHANT) and 'milk dairy bunk' (B-CATEGORY, I-CATEGORY, I-CATEGORY).",LOW,Repetitive phrase 'milk milk' | Unnatural phrasing for merchant/category combination,spent aed4247470 on Amul milk dairy bunk today,MODIFY,HIGH,Missing DATE entity for 'today'. The merchant/category entity 'amul milk milk dairy bunk' contains a typo and incorrect boundaries/types. Utterance quality is low due to repetition.
v4_205,KEEP,,Intent 'ADD_EXPENSE' is appropriate for logging a payment.,KEEP,,Task type 'LOG' is appropriate for adding an expense.,PERFECT,All entities are correctly identified and tagged with appropriate BIO labels and types.,HIGH,,,KEEP,NONE,No Issues Found
v4_206,KEEP,,Intent 'ADD_EXPENSE' is appropriate for adding an amount to a category.,KEEP,,Task type 'LOG' is appropriate for adding an expense.,WRONG_TAGS,"The amount '₹1737' is tagged as B-AMOUNT, but then '£' is tagged as B-CURRENCY. This implies two currency symbols for a single amount, which is illogical. The utterance should specify one currency or the other, or the amount should be split if it refers to two separate transactions.",LOW,Ambiguous currency specification (₹ and £ for a single amount),add ₹1737 to shopping cash back,MODIFY,CRITICAL,"The utterance contains conflicting currency symbols for a single amount, making it illogical and the entity tagging ambiguous."
v4_207,KEEP,,Intent 'ADD_EXPENSE' is appropriate for logging an expense from an account.,KEEP,,Task type 'LOG' is appropriate for adding an expense.,WRONG_BOUNDARIES,"The entity 'mgl png utility invoice' is tagged as a single B-MERCHANT, I-MERCHANT, I-MERCHANT, I-MERCHANT. 'MGL PNG' is the merchant, and 'utility invoice' describes the category of expense. It should be 'MGL PNG' (B-MERCHANT, I-MERCHANT) and 'utility invoice' (B-CATEGORY, I-CATEGORY).",HIGH,,,MODIFY,MEDIUM,"Incorrect entity boundary for merchant and category. 'MGL PNG' should be the merchant, and 'utility invoice' should be the category."
v4_208,KEEP,,Intent 'ADD_EXPENSE' is appropriate for logging an expense.,KEEP,,Task type 'LOG' is appropriate for adding an expense.,PERFECT,All entities are correctly identified and tagged with appropriate BIO labels and types.,HIGH,,,KEEP,NONE,No Issues Found
v4_209,KEEP,,Intent 'ADD_EXPENSE' is appropriate for logging an expense.,KEEP,,Task type 'LOG' is appropriate for adding an expense.,WRONG_BOUNDARIES,"The entity 'utility gas stove gas bills' is tagged as a single B-CATEGORY, I-CATEGORY, I-CATEGORY, I-CATEGORY, I-CATEGORY. The repetition of 'gas' ('gas stove gas') is unnatural and likely a typo. It should be 'utility gas stove bills' or 'utility gas bills' as a category.",MEDIUM,Repetitive word 'gas' in the category description,791650 on utility gas stove bills nxt wk,MODIFY,MEDIUM,Utterance contains a repetitive word 'gas' which affects the quality and the category entity boundary/consistency.
v4_210,KEEP,,Intent 'ADD_EXPENSE' is appropriate for logging spending.,KEEP,,Task type 'LOG' is appropriate for adding an expense.,WRONG_TAGS,"The merchant 'garima bikas capital sip' (a financial institution) is illogical for the category 'food delivery'. This indicates a mismatch between the merchant and the type of expense, making the utterance nonsensical.",LOW,Illogical combination of merchant and category,i spent 4045950.84 £ on food delivery at Zomato 20/01/2026,MODIFY,HIGH,"The utterance is illogical due to a conflicting merchant and category, which could lead to incorrect model learning."
v4_211,KEEP,,Intent 'ADD_EXPENSE' is appropriate for logging a purchase.,KEEP,,Task type 'LOG' is appropriate for adding an expense.,PERFECT,All entities are correctly identified and tagged with appropriate BIO labels and types.,HIGH,,,KEEP,NONE,No Issues Found
v4_212,KEEP,,Intent 'ADD_EXPENSE' is appropriate for logging a payment.,KEEP,,Task type 'LOG' is appropriate for adding an expense.,PERFECT,All entities are correctly identified and tagged with appropriate BIO labels and types.,MEDIUM,Contains filler phrase 'check karo',paid haldirams sweets restaurant 1068 for hourly office visitor parking,MODIFY,LOW,Utterance contains filler phrase 'check karo'.
v4_213,KEEP,,Intent 'ADD_EXPENSE' is appropriate for logging spending.,KEEP,,Task type 'LOG' is appropriate for adding an expense.,WRONG_BOUNDARIES,"The entity 'mgl png utility invoice' is tagged as a single B-MERCHANT, I-MERCHANT, I-MERCHANT, I-MERCHANT. 'MGL PNG' is the merchant, and 'utility invoice' describes the category of expense. It should be 'MGL PNG' (B-MERCHANT, I-MERCHANT) and 'utility invoice' (B-CATEGORY, I-CATEGORY).",HIGH,,,MODIFY,MEDIUM,"Incorrect entity boundary for merchant and category. 'MGL PNG' should be the merchant, and 'utility invoice' should be the category."
v4_214,KEEP,,Intent 'ADD_EXPENSE' is appropriate for logging a purchase.,KEEP,,Task type 'LOG' is appropriate for adding an expense.,WRONG_TAGS,"The utterance implies two merchants ('Zara' and 'Fabindia') for a single expense, which is illogical. 'Zara' is a merchant and should be tagged as B-MERCHANT, not part of a B-CATEGORY. The category 'shopping center clothing' should be separate. This makes the entire expense description confusing and potentially contradictory.",LOW,Illogical combination of multiple merchants for a single expense | Confusing phrasing,2733 kharida Fabindia se clothing par 23-11-2026,MODIFY,CRITICAL,"The utterance is illogical, implying two merchants for one expense, and 'Zara' is incorrectly tagged as part of a category instead of a merchant."
v4_215,KEEP,,Intent 'ADD_EXPENSE' is appropriate for logging a payment.,KEEP,,Task type 'LOG' is appropriate for adding an expense.,WRONG_BOUNDARIES,"The entity 'zomato food order deliv' is tagged as a single B-MERCHANT, I-MERCHANT, I-MERCHANT, I-MERCHANT. 'Zomato' is the merchant, and 'food order deliv' describes the category of expense. It should be 'Zomato' (B-MERCHANT) and 'food order deliv' (B-CATEGORY, I-CATEGORY, I-CATEGORY).",MEDIUM,Contains filler word 'batao',forked out 6180.74 aed for birthday cash gift at Zomato food order deliv,MODIFY,MEDIUM,"Utterance contains filler word 'batao'. Incorrect entity boundary for merchant and category. 'Zomato' should be the merchant, and 'food order deliv' should be the category."
v4_216,KEEP,,Intent 'ADD_EXPENSE' is appropriate for logging a payment.,KEEP,,Task type 'LOG' is appropriate for adding an expense.,WRONG_TAGS,"The merchant 'spotify premium' (a music streaming service) is illogical for the category 'organic store purchase'. This indicates a mismatch between the merchant and the type of expense, making the utterance nonsensical.",LOW,Illogical combination of merchant and category,just paid 3799770 £ to Spotify Premium for music subscription,MODIFY,HIGH,"The utterance is illogical due to a conflicting merchant and category, which could lead to incorrect model learning."
v4_217,KEEP,,Intent 'ADD_EXPENSE' is appropriate for logging spending.,KEEP,,Task type 'LOG' is appropriate for adding an expense.,WRONG_TAGS,"The merchant 'worldlink broadband' (an internet service provider) is illogical for the category 'restaurant dinner table bill'. This indicates a mismatch between the merchant and the type of expense, making the utterance nonsensical.",LOW,Illogical combination of merchant and category,spent 3772.06 bucks at Worldlink Broadband for internet bill 2024-02-17,MODIFY,HIGH,"The utterance is illogical due to a conflicting merchant and category, which could lead to incorrect model learning."
v4_218,KEEP,,Intent 'ADD_EXPENSE' is appropriate for logging spending.,KEEP,,Task type 'LOG' is appropriate for adding an expense.,WRONG_BOUNDARIES,"The entity 'pret a manger organic baguette' is tagged as a single B-MERCHANT, I-MERCHANT, I-MERCHANT, I-MERCHANT, I-MERCHANT. 'Pret A Manger' is the merchant, and 'organic baguette' describes a product or sub-category. It should be 'Pret A Manger' (B-MERCHANT, I-MERCHANT, I-MERCHANT) and 'organic baguette' (B-CATEGORY, I-CATEGORY). Additionally, the merchant (food chain) is illogical for the category 'gold redemption interest'.",LOW,Illogical combination of merchant and category | Overly long merchant entity,4208920 kharch hua gold redemption interest ke liye yday,MODIFY,HIGH,The utterance is illogical due to a conflicting merchant and category. The merchant entity boundary is also incorrect.
v4_219,KEEP,,Intent 'ADD_EXPENSE' is appropriate for logging spending.,KEEP,,Task type 'LOG' is appropriate for adding an expense.,PERFECT,All entities are correctly identified and tagged with appropriate BIO labels and types.,HIGH,,,KEEP,NONE,No Issues Found
v4_220,KEEP,,Intent 'ADD_EXPENSE' is appropriate for logging an expense.,KEEP,,Task type 'LOG' is appropriate for adding an expense.,MISSING_ENTITIES,The token 'uber' is a merchant and should be tagged as B-MERCHANT. It is currently untagged.,HIGH,,,MODIFY,MEDIUM,Missing entity for 'uber' (should be B-MERCHANT).
v4_221,KEEP,,Intent 'ADD_EXPENSE' is appropriate for logging an expense.,KEEP,,Task type 'LOG' is appropriate for adding an expense.,PERFECT,All entities are correctly identified and tagged with appropriate BIO labels and types.,HIGH,,,KEEP,NONE,No Issues Found
v4_222,KEEP,,Intent 'ADD_EXPENSE' is appropriate for logging an expense.,KEEP,,Task type 'LOG' is appropriate for adding an expense.,PERFECT,All entities are correctly identified and tagged with appropriate BIO labels and types.,HIGH,,,KEEP,NONE,No Issues Found
v4_223,KEEP,,Intent 'ADD_EXPENSE' is appropriate for logging spending.,KEEP,,Task type 'LOG' is appropriate for adding an expense.,PERFECT,All entities are correctly identified and tagged with appropriate BIO labels and types.,HIGH,,,KEEP,NONE,No Issues Found
v4_224,KEEP,,Intent 'ADD_EXPENSE' is appropriate for logging an expense.,KEEP,,Task type 'LOG' is appropriate for adding an expense.,WRONG_BOUNDARIES,"The entity 'street side parking parking meter' is tagged as a single B-CATEGORY, I-CATEGORY, I-CATEGORY, I-CATEGORY, I-CATEGORY. The repetition of 'parking' ('parking parking meter') is unnatural and likely a typo. It should be 'street side parking meter' as a category.",MEDIUM,Repetitive word 'parking' in the category description,street side parking meter run 262 last wednesday,MODIFY,MEDIUM,Utterance contains a repetitive word 'parking' which affects the quality and the category entity boundary/consistency.
v4_225,KEEP,,Intent 'ADD_EXPENSE' is appropriate for logging an expense.,KEEP,,Task type 'LOG' is appropriate for adding an expense.,MISSING_ENTITIES,The token 'swiggy' is a merchant and should be tagged as B-MERCHANT. It is currently untagged.,HIGH,,,MODIFY,MEDIUM,Missing entity for 'swiggy' (should be B-MERCHANT).
v4_226,KEEP,,Intent 'ADD_EXPENSE' is appropriate for logging an expense.,KEEP,,Task type 'LOG' is appropriate for adding an expense.,PERFECT,All entities are correctly identified and tagged with appropriate BIO labels and types.,HIGH,,,KEEP,NONE,No Issues Found
v4_227,KEEP,,Intent 'ADD_EXPENSE' is appropriate for logging a payment.,KEEP,,Task type 'LOG' is appropriate for adding an expense.,PERFECT,All entities are correctly identified and tagged with appropriate BIO labels and types.,HIGH,,,KEEP,NONE,No Issues Found
v4_228,KEEP,,Intent 'ADD_EXPENSE' is appropriate for logging an expense.,KEEP,,Task type 'LOG' is appropriate for adding an expense.,WRONG_BOUNDARIES,"The entity 'comcast xfinity high speed broadband wifi' is tagged as a single B-MERCHANT, I-MERCHANT, I-MERCHANT, I-MERCHANT, I-MERCHANT, I-MERCHANT. 'Comcast Xfinity' is the merchant, and 'high speed broadband wifi' describes the category of service. It should be 'Comcast Xfinity' (B-MERCHANT, I-MERCHANT) and 'high speed broadband wifi' (B-CATEGORY, I-CATEGORY, I-CATEGORY, I-CATEGORY).",HIGH,,,MODIFY,MEDIUM,"Incorrect entity boundary for merchant and category. 'Comcast Xfinity' should be the merchant, and 'high speed broadband wifi' should be the category."
v4_229,KEEP,,Intent 'ADD_EXPENSE' is appropriate for logging spending.,KEEP,,Task type 'LOG' is appropriate for adding an expense.,WRONG_TAGS,"The entity 'chasemanhattan' is a financial institution (merchant) and should be tagged as B-MERCHANT, not part of a B-CATEGORY. 'outstanding balance clear card' could then be a B-CATEGORY, I-CATEGORY, I-CATEGORY, I-CATEGORY.",MEDIUM,"Contains filler words 'like', 'idk why'",spent 8198 on Chasemanhattan outstanding balance clear card,MODIFY,HIGH,"Utterance contains filler words. Entity 'chasemanhattan' should be tagged as B-MERCHANT, not part of a B-CATEGORY."
v4_230,KEEP,,Intent 'ADD_EXPENSE' is appropriate for logging an expense.,KEEP,,Task type 'LOG' is appropriate for adding an expense.,WRONG_BOUNDARIES,"The entity 'mmt flight booking' is tagged as a single B-MERCHANT, I-MERCHANT, I-MERCHANT. 'MMT' (MakeMyTrip) is the merchant, and 'flight booking' describes the category of expense. It should be 'MMT' (B-MERCHANT) and 'flight booking' (B-CATEGORY, I-CATEGORY).",HIGH,,,MODIFY,MEDIUM,"Incorrect entity boundary for merchant and category. 'MMT' should be the merchant, and 'flight booking' should be the category."
v4_231,KEEP,,Intent 'ADD_EXPENSE' is appropriate for logging an expense.,KEEP,,Task type 'LOG' is appropriate for adding an expense.,MISSING_ENTITIES,The token 'petrol' is a category of expense and should be tagged as B-CATEGORY. It is currently untagged.,HIGH,,,MODIFY,MEDIUM,Missing entity for 'petrol' (should be B-CATEGORY).
v4_232,KEEP,,Intent 'ADD_EXPENSE' is appropriate for logging an expense.,KEEP,,Task type 'LOG' is appropriate for adding an expense.,MISSING_ENTITIES,"The phrase 'coffee run' is a category of expense and should be tagged as B-CATEGORY, I-CATEGORY. It is currently untagged. The entity 'mbl visa cc outstanding statements clear' is tagged as a single B-MERCHANT, I-MERCHANT, I-MERCHANT, I-MERCHANT, I-MERCHANT, I-MERCHANT. 'MBL Visa CC' is the merchant, and 'outstanding statements clear' describes the category of expense. It should be 'MBL Visa CC' (B-MERCHANT, I-MERCHANT, I-MERCHANT) and 'outstanding statements clear' (B-CATEGORY, I-CATEGORY, I-CATEGORY).",MEDIUM,Contains filler phrase 'check karo',coffee run 976 at MBL Visa CC outstanding statements clear,MODIFY,HIGH,Missing entity for 'coffee run'. Utterance contains filler phrase 'check karo'. Incorrect entity boundary for merchant and category for 'mbl visa cc outstanding statements clear'.
v4_233,KEEP,,Intent 'ADD_EXPENSE' is appropriate for logging an expense.,KEEP,,Task type 'LOG' is appropriate for adding an expense.,PERFECT,All entities are correctly identified and tagged with appropriate BIO labels and types.,HIGH,,,KEEP,NONE,No Issues Found
v4_234,KEEP,,Intent 'ADD_EXPENSE' is appropriate for logging spending.,KEEP,,Task type 'LOG' is appropriate for adding an expense.,PERFECT,All entities are correctly identified and tagged with appropriate BIO labels and types.,HIGH,,,KEEP,NONE,No Issues Found
v4_235,KEEP,,Intent 'ADD_EXPENSE' is appropriate for logging a payment.,KEEP,,Task type 'LOG' is appropriate for adding an expense.,MISSING_ENTITIES,The token 'rent' is a category of expense and should be tagged as B-CATEGORY. It is currently untagged.,HIGH,,,MODIFY,MEDIUM,Missing entity for 'rent' (should be B-CATEGORY).
v4_236,KEEP,,Intent 'ADD_EXPENSE' is appropriate for logging spending.,KEEP,,Task type 'LOG' is appropriate for adding an expense.,PERFECT,All entities are correctly identified and tagged with appropriate BIO labels and types.,HIGH,,,KEEP,NONE,No Issues Found
v4_237,KEEP,,Intent 'ADD_EXPENSE' is appropriate for logging a payment.,KEEP,,Task type 'LOG' is appropriate for adding an expense.,PERFECT,All entities are correctly identified and tagged with appropriate BIO labels and types.,HIGH,,,KEEP,NONE,No Issues Found
v4_238,KEEP,,Intent 'ADD_EXPENSE' is appropriate for logging an expense.,KEEP,,Task type 'LOG' is appropriate for adding an expense.,PERFECT,All entities are correctly identified and tagged with appropriate BIO labels and types.,HIGH,,,KEEP,NONE,No Issues Found
v4_239,KEEP,,Intent 'ADD_EXPENSE' is appropriate for logging spending.,KEEP,,Task type 'LOG' is appropriate for adding an expense.,WRONG_TAGS,"The merchant 'apple store online' (an electronics retailer) is illogical for the category 'indigo airlines flight ticket'. This indicates a mismatch between the merchant and the type of expense, making the utterance nonsensical.",LOW,Illogical combination of merchant and category,quick 8064 spend at Indigo Airlines for flight ticket,MODIFY,HIGH,"The utterance is illogical due to a conflicting merchant and category, which could lead to incorrect model learning."
v4_240,KEEP,,Intent 'ADD_EXPENSE' is appropriate for logging spending.,KEEP,,Task type 'LOG' is appropriate for adding an expense.,MISSING_ENTITIES,"The token 'today' is a temporal expression and should be tagged as B-DATE. It is currently untagged. The entity 'ubereats dinner meal' is tagged as a single B-CATEGORY, I-CATEGORY, I-CATEGORY. 'UberEats' is the merchant, and 'dinner meal' describes the category of expense. It should be 'UberEats' (B-MERCHANT) and 'dinner meal' (B-CATEGORY, I-CATEGORY).",HIGH,,,MODIFY,HIGH,"Missing DATE entity for 'today'. Incorrect entity boundary for merchant and category. 'UberEats' should be the merchant, and 'dinner meal' should be the category."
v4_241,KEEP,,Intent 'ADD_EXPENSE' is appropriate for logging a bill.,KEEP,,Task type 'LOG' is appropriate for adding an expense.,WRONG_BOUNDARIES,"The entity 'spectrum fiber net broadband routers bill' is tagged as a single B-MERCHANT, I-MERCHANT, I-MERCHANT, I-MERCHANT, I-MERCHANT, I-MERCHANT. 'Spectrum' is the merchant, and 'fiber net broadband routers bill' describes the category of service. It should be 'Spectrum' (B-MERCHANT) and 'fiber net broadband routers bill' (B-CATEGORY, I-CATEGORY, I-CATEGORY, I-CATEGORY, I-CATEGORY).",HIGH,,,MODIFY,MEDIUM,"Incorrect entity boundary for merchant and category. 'Spectrum' should be the merchant, and 'fiber net broadband routers bill' should be the category."
v4_242,KEEP,,Intent 'ADD_EXPENSE' is appropriate for logging an expense.,KEEP,,Task type 'LOG' is appropriate for adding an expense.,PERFECT,All entities are correctly identified and tagged with appropriate BIO labels and types.,HIGH,,,KEEP,NONE,No Issues Found
v4_243,KEEP,,Intent 'ADD_EXPENSE' is appropriate for logging a payment.,KEEP,,Task type 'LOG' is appropriate for adding an expense.,WRONG_BOUNDARIES,"The entity 'adib sip investment installment' is tagged as a single B-MERCHANT, I-MERCHANT, I-MERCHANT, I-MERCHANT. 'ADIB' is the merchant, and 'SIP investment installment' describes the category of expense. It should be 'ADIB' (B-MERCHANT) and 'sip investment installment' (B-CATEGORY, I-CATEGORY, I-CATEGORY).",HIGH,,,MODIFY,MEDIUM,"Incorrect entity boundary for merchant and category. 'ADIB' should be the merchant, and 'sip investment installment' should be the category."
v4_244,KEEP,,Intent 'ADD_EXPENSE' is appropriate for adding an amount to a budget.,KEEP,,Task type 'LOG' is appropriate for adding an expense.,PERFECT,All entities are correctly identified and tagged with appropriate BIO labels and types.,HIGH,,,KEEP,NONE,No Issues Found
v4_245,KEEP,,Intent 'ADD_EXPENSE' is appropriate for logging spending.,KEEP,,Task type 'LOG' is appropriate for adding an expense.,WRONG_BOUNDARIES,"The entity 'apollo chemist drugs store' is tagged as a single B-MERCHANT, I-MERCHANT, I-MERCHANT, I-MERCHANT. 'Apollo Chemist' is the merchant, and 'drugs store' describes the type of merchant or a category. It should be 'Apollo Chemist' (B-MERCHANT, I-MERCHANT) and 'drugs store' (B-CATEGORY, I-CATEGORY).",HIGH,,,MODIFY,MEDIUM,"Incorrect entity boundary for merchant and category. 'Apollo Chemist' should be the merchant, and 'drugs store' should be the category."
v4_246,KEEP,,Intent 'ADD_EXPENSE' is appropriate for logging an expense.,KEEP,,Task type 'LOG' is appropriate for adding an expense.,PERFECT,All entities are correctly identified and tagged with appropriate BIO labels and types.,HIGH,,,KEEP,NONE,No Issues Found
v4_247,KEEP,,Intent 'ADD_EXPENSE' is appropriate for logging spending.,KEEP,,Task type 'LOG' is appropriate for adding an expense.,PERFECT,All entities are correctly identified and tagged with appropriate BIO labels and types.,HIGH,,,KEEP,NONE,No Issues Found
v4_248,KEEP,,Intent 'ADD_EXPENSE' is appropriate for logging a bill payment.,KEEP,,Task type 'LOG' is appropriate for adding an expense.,WRONG_BOUNDARIES,"The entity 'sbi credit card card dues cleared' is tagged as a single B-CATEGORY, I-CATEGORY, I-CATEGORY, I-CATEGORY, I-CATEGORY, I-CATEGORY. 'SBI' is a merchant and should be tagged as B-MERCHANT. 'credit card dues cleared' should be the category. The repetition of 'card' ('card card dues') is also a typo.",LOW,Repetitive word 'card' | Incorrect phrasing for merchant/category combination,sbi credit card dues cleared bill was 4585 aed,MODIFY,HIGH,"Utterance contains a repetitive word 'card'. Entity 'SBI' should be tagged as B-MERCHANT, not part of a B-CATEGORY, and the category boundary is incorrect."
v4_249,KEEP,,Intent 'ADD_EXPENSE' is appropriate for logging an expense.,KEEP,,Task type 'LOG' is appropriate for adding an expense.,PERFECT,All entities are correctly identified and tagged with appropriate BIO labels and types.,HIGH,,,KEEP,NONE,No Issues Found
